date,ticker,name,market,close,change_rate,volume,trading_value
2026-08-25,207940,삼성바이오로직스,KOSPI,1565000.0,-0.5085823267641449,12544,19631360000
2026-08-25,005380,현대차,KOSPI,414500.0,0.12077294685990338,340003,140931243500
2026-08-25,005930,삼성전자,KOSPI,254500.0,-0.9727626459143969,13890931,3535241939500
2026-08-25,000660,SK하이닉스,KOSPI,1629000.0,-2.5134649910233393,2624011,4274513919000
2026-08-25,035420,NAVER,KOSPI,219500.0,-1.7897091722595078,661068,145104426000
2026-08-25,207940,삼성바이오로직스,KOSPI,1587000.0,0.8900190718372537,25541,40533567000
2026-08-25,005380,현대차,KOSPI,418000.0,0.966183574879227,418915,175106470000
2026-08-25,005930,삼성전자,KOSPI,257000.0,0.0,21596130,5550205410000
2026-08-25,000660,SK하이닉스,KOSPI,1678000.0,0.41891083183722316,4013938,6735387964000
2026-08-25,035420,NAVER,KOSPI,220500.0,-1.342281879194631,939087,207068683500
2026-08-25,207940,삼성바이오로직스,KOSPI,1585000.0,0.7628734901462174,42479,67329215000
2026-08-25,005380,현대차,KOSPI,421000.0,1.6908212560386473,570222,240063462000
2026-08-26,005930,삼성전자,KOSPI,258500.0,0.5836575875486382,6676639,1725911181500
2026-08-26,000660,SK하이닉스,KOSPI,1682000.0,0.23837902264600713,1122150,1887456300000
2026-08-26,035420,NAVER,KOSPI,220000.0,-0.22675736961451248,275345,60575900000
2026-08-26,207940,삼성바이오로직스,KOSPI,1600000.0,0.9463722397476341,16991,27185600000
2026-08-26,005380,현대차,KOSPI,419000.0,-0.4750593824228029,201854,84576826000
2026-08-26,005930,삼성전자,KOSPI,264500.0,2.9182879377431905,12705056,3360487312000
2026-08-26,000660,SK하이닉스,KOSPI,1724000.0,2.7413587604290823,2033534,3505812616000
